iter	RMSE
425	1.835259243
426	1.830737388
427	1.82341419
428	1.819822608
429	1.813987751
430	1.809200128
431	1.804131293
432	1.799313749
433	1.791195173
434	1.785093461
435	1.777336214
436	1.771562469
437	1.765065502
438	1.760380103
439	1.754511096
440	1.748178567
441	1.740289483
442	1.733891594
443	1.728747058
444	1.722282994
445	1.716701684
446	1.710447708
447	1.702453309
448	1.696849058
449	1.69027738
450	1.686702851
451	1.68085685
452	1.671637787
453	1.667679977
454	1.662246531
455	1.657235698
456	1.651095389
457	1.6424041
458	1.635750242
459	1.629873559
460	1.624022128
461	1.617398445
462	1.612445346
463	1.606276268
464	1.602691145
465	1.600020357
466	1.59258885
467	1.585827616
468	1.580061094
469	1.573783032
470	1.566291138
471	1.557281486
472	1.550874834
473	1.543890153
474	1.539117184
475	1.534706215
476	1.529713319
477	1.525066133
478	1.519743445
479	1.514844044
480	1.510646989
481	1.504115017
482	1.50027344
483	1.497271891
484	1.49258503
485	1.487293882
486	1.48383152
487	1.479013605
488	1.47515371
489	1.471846184
490	1.467073164
491	1.46360494
492	1.455289622
493	1.45146615
494	1.445682869
495	1.440845278
496	1.436538098
497	1.433096624
498	1.427457359
499	1.4230304
500	1.416200313
501	1.412628068
502	1.405968346
503	1.402387655
504	1.396399292
505	1.393499421
506	1.388073211
507	1.383355932
508	1.380817349
509	1.375195638
510	1.371539923
511	1.367168808
512	1.364669756
513	1.358196821
514	1.353624269
515	1.347818867
516	1.341334989
517	1.338099624
518	1.333540946
519	1.329916212
520	1.327938678
521	1.323023674
522	1.320147883
523	1.315504608
524	1.30824543
525	1.3035866
526	1.299357373
527	1.293812305
528	1.288904931
529	1.283397747
530	1.278587673
531	1.275074508
532	1.268893794
533	1.26541643
534	1.259398373
535	1.254338113
536	1.251586697
537	1.247336115
538	1.243226168
539	1.238505697
540	1.234243678
541	1.229755464
542	1.226373129
543	1.220845197
544	1.216960055
545	1.21360372
546	1.211168136
547	1.208918751
548	1.203314866
549	1.197861357
550	1.1954187
551	1.191535509
552	1.186805823
553	1.182920879
554	1.178127739
555	1.175223637
556	1.172963622
557	1.168389628
558	1.161626454
559	1.156211842
560	1.153245195
561	1.149130343
562	1.145479009
563	1.140155769
564	1.136717547
565	1.132382634
566	1.125986461
567	1.122478457
568	1.119227471
569	1.114427086
570	1.110486589
571	1.106432107
572	1.102448162
573	1.098636572
574	1.094788219
575	1.090812423
576	1.087617857
577	1.083141942
578	1.078814262
579	1.075347309
580	1.070598704
581	1.0683124
582	1.064119793
583	1.0599276
584	1.058196585
585	1.055889052
586	1.052370895
587	1.048235101
588	1.044511751
589	1.039188634
590	1.035769167
591	1.032458764
592	1.028466602
593	1.024597348
594	1.021675585
595	1.019017269
596	1.015795813
597	1.012009056
